"","Date","Open","Close","Adjusted","Returns"
"2007-05-14",2007-05-14,1505.76000976562,1503.15002441406,1503.15002441406,-0.00179297487508634
"2007-05-15",2007-05-15,1503.10998535156,1501.18994140625,1501.18994140625,-0.00130398361838602
"2007-05-16",2007-05-16,1500.75,1514.14001464844,1514.14001464844,0.00862653877766895
"2007-05-17",2007-05-17,1514.01000976562,1512.75,1512.75,-0.000918022530934981
"2007-05-18",2007-05-18,1512.73999023438,1522.75,1522.75,0.00661047760700706
"2007-05-21",2007-05-21,1522.75,1525.09997558594,1525.09997558594,0.00154324451547372
"2007-05-22",2007-05-22,1525.09997558594,1524.11999511719,1524.11999511719,-0.000642568018121903
"2007-05-23",2007-05-23,1524.08996582031,1522.28002929688,1522.28002929688,-0.00120723160001002
"2007-05-24",2007-05-24,1522.09997558594,1507.51000976562,1507.51000976562,-0.0097025640795354
"2007-05-25",2007-05-25,1507.5,1515.72998046875,1515.72998046875,0.00545268067865301
"2007-05-29",2007-05-29,1515.55004882812,1518.10998535156,1518.10998535156,0.00157020373910965
"2007-05-30",2007-05-30,1517.59997558594,1530.22998046875,1530.22998046875,0.00798360806142817
"2007-05-31",2007-05-31,1530.18994140625,1530.61999511719,1530.61999511719,0.000254873223904495
"2007-06-01",2007-06-01,1530.61999511719,1536.33996582031,1536.33996582031,0.00373702860368486
"2007-06-04",2007-06-04,1536.28002929688,1539.18005371094,1539.18005371094,0.0018486063981995
"2007-06-05",2007-06-05,1539.11999511719,1530.94995117188,1530.94995117188,-0.00534706938231166
"2007-06-06",2007-06-06,1530.56994628906,1517.38000488281,1517.38000488281,-0.00886374259241807
"2007-06-07",2007-06-07,1517.35998535156,1490.71997070312,1490.71997070312,-0.0175697808682713
"2007-06-08",2007-06-08,1490.7099609375,1507.67004394531,1507.67004394531,0.0113703938870509
"2007-06-11",2007-06-11,1507.64001464844,1509.11999511719,1509.11999511719,0.00096171650932364
"2007-06-12",2007-06-12,1509.11999511719,1493,1493,-0.0106817185971588
"2007-06-13",2007-06-13,1492.65002441406,1515.67004394531,1515.67004394531,0.0151842223344356
"2007-06-14",2007-06-14,1515.57995605469,1522.96997070312,1522.96997070312,0.00481630338144745
"2007-06-15",2007-06-15,1522.96997070312,1532.91003417969,1532.91003417969,0.0065267626202592
"2007-06-18",2007-06-18,1532.90002441406,1531.05004882812,1531.05004882812,-0.00121336889320955
"2007-06-19",2007-06-19,1531.02001953125,1533.69995117188,1533.69995117188,0.00173077447453673
"2007-06-20",2007-06-20,1533.68005371094,1512.83996582031,1512.83996582031,-0.0136010862722032
"2007-06-21",2007-06-21,1512.5,1522.18994140625,1522.18994140625,0.0061804128640055
"2007-06-22",2007-06-22,1522.18994140625,1502.56005859375,1502.56005859375,-0.0128958169270027
"2007-06-25",2007-06-25,1502.56005859375,1497.73999023438,1497.73999023438,-0.00320790395818593
"2007-06-26",2007-06-26,1497.68005371094,1492.89001464844,1492.89001464844,-0.00323819596028718
"2007-06-27",2007-06-27,1492.61999511719,1506.33996582031,1506.33996582031,0.00900933829009665
"2007-06-28",2007-06-28,1506.31994628906,1505.7099609375,1505.7099609375,-0.000418235522596233
"2007-06-29",2007-06-29,1505.69995117188,1503.34997558594,1503.34997558594,-0.00156735720210888
"2007-07-02",2007-07-02,1504.66003417969,1519.43005371094,1519.43005371094,0.0106961641574728
"2007-07-03",2007-07-03,1519.11999511719,1524.86999511719,1524.86999511719,0.00358025128762196
"2007-07-05",2007-07-05,1524.85998535156,1525.40002441406,1525.40002441406,0.000347589826393158
"2007-07-06",2007-07-06,1524.9599609375,1530.43994140625,1530.43994140625,0.00330399692639527
"2007-07-09",2007-07-09,1530.43005371094,1531.84997558594,1531.84997558594,0.000921326045889792
"2007-07-10",2007-07-10,1531.84997558594,1510.11999511719,1510.11999511719,-0.0141854494990205
"2007-07-11",2007-07-11,1509.93005371094,1518.76000976562,1518.76000976562,0.00572140934255172
"2007-07-12",2007-07-12,1518.73999023438,1547.69995117188,1547.69995117188,0.0190549798652626
"2007-07-13",2007-07-13,1547.68005371094,1552.5,1552.5,0.003101407882381
"2007-07-16",2007-07-16,1552.5,1549.52001953125,1549.52001953125,-0.00191947212157806
"2007-07-17",2007-07-17,1549.52001953125,1549.36999511719,1549.36999511719,-9.68199262814107e-05
"2007-07-18",2007-07-18,1549.19995117188,1546.17004394531,1546.17004394531,-0.002065324087829
"2007-07-19",2007-07-19,1546.13000488281,1553.07995605469,1553.07995605469,0.00446905056557889
"2007-07-20",2007-07-20,1553.18994140625,1534.09997558594,1534.09997558594,-0.0122208649945912
"2007-07-23",2007-07-23,1534.06005859375,1541.56994628906,1541.56994628906,0.00486928545857768
"2007-07-24",2007-07-24,1541.56994628906,1511.0400390625,1511.0400390625,-0.0198044255468625
"2007-07-25",2007-07-25,1511.03002929688,1518.08996582031,1518.08996582031,0.00466561214498751
"2007-07-26",2007-07-26,1518.08996582031,1482.66003417969,1482.66003417969,-0.0233384927364829
"2007-07-27",2007-07-27,1482.43994140625,1458.94995117188,1458.94995117188,-0.0159915843559718
"2007-07-30",2007-07-30,1458.93005371094,1473.91003417969,1473.91003417969,0.0102540069971531
"2007-07-31",2007-07-31,1473.90002441406,1455.27001953125,1455.27001953125,-0.0126466434288248
"2007-08-01",2007-08-01,1455.18005371094,1465.81005859375,1465.81005859375,0.00724266900371862
"2007-08-02",2007-08-02,1465.4599609375,1472.19995117188,1472.19995117188,0.00435929098771171
"2007-08-03",2007-08-03,1472.18005371094,1433.06005859375,1433.06005859375,-0.0265859895912709
"2007-08-06",2007-08-06,1433.0400390625,1467.67004394531,1467.67004394531,0.0241511059805302
"2007-08-07",2007-08-07,1467.61999511719,1476.7099609375,1476.7099609375,0.00615936601655154
"2007-08-08",2007-08-08,1476.21997070312,1497.48999023438,1497.48999023438,0.014071842031649
"2007-08-09",2007-08-09,1497.2099609375,1453.08996582031,1453.08996582031,-0.0296496301835804
"2007-08-10",2007-08-10,1453.08996582031,1453.64001464844,1453.64001464844,0.000378537352168973
"2007-08-13",2007-08-13,1453.42004394531,1452.92004394531,1452.92004394531,-0.000495288170296537
"2007-08-14",2007-08-14,1452.86999511719,1426.5400390625,1426.5400390625,-0.0181565427448982
"2007-08-15",2007-08-15,1426.15002441406,1406.69995117188,1406.69995117188,-0.0139078380889075
"2007-08-16",2007-08-16,1406.64001464844,1411.27001953125,1411.27001953125,0.00324878688988917
"2007-08-17",2007-08-17,1411.26000976562,1445.93994140625,1445.93994140625,0.0245664694886067
"2007-08-20",2007-08-20,1445.93994140625,1445.55004882812,1445.55004882812,-0.000269646454157613
"2007-08-21",2007-08-21,1445.55004882812,1447.11999511719,1447.11999511719,0.00108605460622768
"2007-08-22",2007-08-22,1447.03002929688,1464.06994628906,1464.06994628906,0.0117128857517461
"2007-08-23",2007-08-23,1464.05004882812,1462.5,1462.5,-0.00107231645116534
"2007-08-24",2007-08-24,1462.33996582031,1479.36999511719,1479.36999511719,0.0115350393963676
"2007-08-27",2007-08-27,1479.35998535156,1466.7900390625,1466.7900390625,-0.00850359010674062
"2007-08-28",2007-08-28,1466.71997070312,1432.35998535156,1432.35998535156,-0.0234730621247902
"2007-08-29",2007-08-29,1432.01000976562,1463.76000976562,1463.76000976562,0.0219218804875756
"2007-08-30",2007-08-30,1463.67004394531,1457.64001464844,1457.64001464844,-0.00418100991717041
"2007-08-31",2007-08-31,1457.60998535156,1473.98999023438,1473.98999023438,0.0112167444784925
"2007-09-04",2007-09-04,1473.9599609375,1489.42004394531,1489.42004394531,0.0104682215029723
"2007-09-05",2007-09-05,1488.76000976562,1472.2900390625,1472.2900390625,-0.0115011241808167
"2007-09-06",2007-09-06,1472.03002929688,1478.55004882812,1478.55004882812,0.00425188624492168
"2007-09-07",2007-09-07,1478.55004882812,1453.55004882812,1453.55004882812,-0.0169084570521063
"2007-09-10",2007-09-10,1453.5,1451.69995117188,1451.69995117188,-0.00127281317746275
"2007-09-11",2007-09-11,1451.68994140625,1471.48999023438,1471.48999023438,0.0136323205401534
"2007-09-12",2007-09-12,1471.09997558594,1471.56005859375,1471.56005859375,4.76172857715174e-05
"2007-09-13",2007-09-13,1471.46997070312,1483.94995117188,1483.94995117188,0.0084195629704471
"2007-09-14",2007-09-14,1483.94995117188,1484.25,1484.25,0.000202196056469539
"2007-09-17",2007-09-17,1484.23999023438,1476.65002441406,1476.65002441406,-0.00512041474545222
"2007-09-18",2007-09-18,1476.63000488281,1519.78002929688,1519.78002929688,0.0292080074287924
"2007-09-19",2007-09-19,1519.75,1529.03002929688,1529.03002929688,0.00608640712582553
"2007-09-20",2007-09-20,1528.68994140625,1518.75,1518.75,-0.00672323571146749
"2007-09-21",2007-09-21,1518.75,1525.75,1525.75,0.00460905349794238
"2007-09-24",2007-09-24,1525.75,1517.72998046875,1517.72998046875,-0.00525644406439452
"2007-09-25",2007-09-25,1516.33996582031,1517.2099609375,1517.2099609375,-0.000342629807635109
"2007-09-26",2007-09-26,1518.61999511719,1525.42004394531,1525.42004394531,0.00541130312823634
"2007-09-27",2007-09-27,1527.31994628906,1531.38000488281,1531.38000488281,0.00390709494159092
"2007-09-28",2007-09-28,1531.23999023438,1526.75,1526.75,-0.00302341996633737
"2007-10-01",2007-10-01,1527.2900390625,1547.0400390625,1547.0400390625,0.0132896931799573
"2007-10-02",2007-10-02,1546.9599609375,1546.63000488281,1546.63000488281,-0.000265044322922625
"2007-10-03",2007-10-03,1545.80004882812,1539.58996582031,1539.58996582031,-0.00455185728989749
"2007-10-04",2007-10-04,1539.91003417969,1542.83996582031,1542.83996582031,0.00211095166385311
"2007-10-05",2007-10-05,1543.83996582031,1557.58996582031,1557.58996582031,0.00956029162244154
"2007-10-08",2007-10-08,1556.51000976562,1552.57995605469,1552.57995605469,-0.00321651389362054
"2007-10-09",2007-10-09,1553.18005371094,1565.15002441406,1565.15002441406,0.00809624542063347
"2007-10-10",2007-10-10,1564.97998046875,1562.46997070312,1562.46997070312,-0.00171233023616435
"2007-10-11",2007-10-11,1564.71997070312,1554.41003417969,1554.41003417969,-0.00515845851412455
"2007-10-12",2007-10-12,1555.41003417969,1561.80004882812,1561.80004882812,0.00475422474504117
"2007-10-15",2007-10-15,1562.25,1548.7099609375,1548.7099609375,-0.00838141086014621
"2007-10-16",2007-10-16,1547.81005859375,1538.53002929688,1538.53002929688,-0.00657316857086832
"2007-10-17",2007-10-17,1544.43994140625,1541.23999023438,1541.23999023438,0.00176139619370219
"2007-10-18",2007-10-18,1539.2900390625,1540.07995605469,1540.07995605469,-0.000752662912354762
"2007-10-19",2007-10-19,1540,1500.63000488281,1500.63000488281,-0.0256155214648311
"2007-10-22",2007-10-22,1497.7900390625,1506.32995605469,1506.32995605469,0.00379837211926204
"2007-10-23",2007-10-23,1509.30004882812,1519.58996582031,1519.58996582031,0.00880285870457964
"2007-10-24",2007-10-24,1516.60998535156,1515.88000488281,1515.88000488281,-0.0024414223711311
"2007-10-25",2007-10-25,1516.15002441406,1514.40002441406,1514.40002441406,-0.000976317692682027
"2007-10-26",2007-10-26,1522.17004394531,1535.28002929688,1535.28002929688,0.0137876416707607
"2007-10-29",2007-10-29,1536.92004394531,1540.97998046875,1540.97998046875,0.00371264594282872
"2007-10-30",2007-10-30,1539.42004394531,1531.02001953125,1531.02001953125,-0.00646339411526309
"2007-10-31",2007-10-31,1532.15002441406,1549.38000488281,1549.38000488281,0.0119919956090344
"2007-11-01",2007-11-01,1545.7900390625,1508.43994140625,1508.43994140625,-0.0264235135005882
"2007-11-02",2007-11-02,1511.06994628906,1509.65002441406,1509.65002441406,0.000802208277967287
"2007-11-05",2007-11-05,1505.60998535156,1502.17004394531,1502.17004394531,-0.00495477782783016
"2007-11-06",2007-11-06,1505.32995605469,1520.27001953125,1520.27001953125,0.0120492188343735
"2007-11-07",2007-11-07,1515.4599609375,1475.61999511719,1475.61999511719,-0.0293697986807828
"2007-11-08",2007-11-08,1475.27001953125,1474.77001953125,1474.77001953125,-0.000576012515925539
"2007-11-09",2007-11-09,1467.58996582031,1453.69995117188,1453.69995117188,-0.0142870197253345
"2007-11-12",2007-11-12,1453.66003417969,1439.18005371094,1439.18005371094,-0.00998823550157824
"2007-11-13",2007-11-13,1441.34997558594,1481.05004882812,1481.05004882812,0.029092951232353
"2007-11-14",2007-11-14,1483.40002441406,1470.57995605469,1470.57995605469,-0.00706937134347485
"2007-11-15",2007-11-15,1468.0400390625,1451.15002441406,1451.15002441406,-0.0132124279000457
"2007-11-16",2007-11-16,1453.08996582031,1458.73999023438,1458.73999023438,0.00523031092073145
"2007-11-19",2007-11-19,1456.69995117188,1433.27001953125,1433.27001953125,-0.0174602539682434
"2007-11-20",2007-11-20,1434.51000976562,1439.69995117188,1439.69995117188,0.00448619698521835
"2007-11-21",2007-11-21,1434.7099609375,1416.77001953125,1416.77001953125,-0.0159268822798533
"2007-11-23",2007-11-23,1417.61999511719,1440.69995117188,1440.69995117188,0.0168904842075515
"2007-11-26",2007-11-26,1440.73999023438,1407.21997070312,1407.21997070312,-0.0232386906388919
"2007-11-27",2007-11-27,1409.58996582031,1428.22998046875,1428.22998046875,0.0149301532120292
"2007-11-28",2007-11-28,1432.94995117188,1469.02001953125,1469.02001953125,0.0285598535392126
"2007-11-29",2007-11-29,1467.41003417969,1469.71997070312,1469.71997070312,0.000476474903383872
"2007-11-30",2007-11-30,1471.82995605469,1481.14001464844,1481.14001464844,0.00777021757406549
"2007-12-03",2007-12-03,1479.63000488281,1472.42004394531,1472.42004394531,-0.00588733719762125
"2007-12-04",2007-12-04,1471.33996582031,1462.7900390625,1462.7900390625,-0.00654025658127355
"2007-12-05",2007-12-05,1465.21997070312,1485.01000976562,1485.01000976562,0.0151901298954467
"2007-12-06",2007-12-06,1484.58996582031,1507.33996582031,1507.33996582031,0.0150369060867217
"2007-12-07",2007-12-07,1508.59997558594,1504.66003417969,1504.66003417969,-0.0017779211733211
"2007-12-10",2007-12-10,1505.10998535156,1515.9599609375,1515.9599609375,0.00750995341214944
"2007-12-11",2007-12-11,1516.68005371094,1477.65002441406,1477.65002441406,-0.0252710741118426
"2007-12-12",2007-12-12,1487.57995605469,1486.58996582031,1486.58996582031,0.00605010743988244
"2007-12-13",2007-12-13,1483.27001953125,1488.41003417969,1488.41003417969,0.00122432439423248
"2007-12-14",2007-12-14,1486.18994140625,1467.94995117188,1467.94995117188,-0.0137462678549387
"2007-12-17",2007-12-17,1465.05004882812,1445.90002441406,1445.90002441406,-0.0150208981853979
"2007-12-18",2007-12-18,1445.92004394531,1454.97998046875,1454.97998046875,0.00627979521500266
"2007-12-19",2007-12-19,1454.69995117188,1453,1453,-0.00136083004256327
"2007-12-20",2007-12-20,1456.42004394531,1460.11999511719,1460.11999511719,0.00490020310886963
"2007-12-21",2007-12-21,1463.18994140625,1484.4599609375,1484.4599609375,0.0166698393979319
"2007-12-24",2007-12-24,1484.55004882812,1496.44995117188,1496.44995117188,0.00807700480301454
"2007-12-26",2007-12-26,1495.11999511719,1497.66003417969,1497.66003417969,0.000808635802931335
"2007-12-27",2007-12-27,1495.05004882812,1476.27001953125,1476.27001953125,-0.0142822898122894
"2007-12-28",2007-12-28,1479.82995605469,1478.48999023438,1478.48999023438,0.00150377009202551
"2007-12-31",2007-12-31,1475.25,1468.35998535156,1468.35998535156,-0.00685158841096156
"2008-01-02",2008-01-02,1467.96997070312,1447.16003417969,1447.16003417969,-0.0144378431606464
"2008-01-03",2008-01-03,1447.55004882812,1447.16003417969,1447.16003417969,0
"2008-01-04",2008-01-04,1444.01000976562,1411.63000488281,1411.63000488281,-0.0245515550856232
"2008-01-07",2008-01-07,1414.06994628906,1416.18005371094,1416.18005371094,0.00322325879471697
"2008-01-08",2008-01-08,1415.7099609375,1390.18994140625,1390.18994140625,-0.0183522654740006
"2008-01-09",2008-01-09,1390.25,1409.13000488281,1409.13000488281,0.0136240832367149
"2008-01-10",2008-01-10,1406.78002929688,1420.32995605469,1420.32995605469,0.00794813192045152
"2008-01-11",2008-01-11,1419.91003417969,1401.02001953125,1401.02001953125,-0.0135953877767075
"2008-01-14",2008-01-14,1402.91003417969,1416.25,1416.25,0.0108706372902834
"2008-01-15",2008-01-15,1411.88000488281,1380.94995117188,1380.94995117188,-0.0249250124117387
"2008-01-16",2008-01-16,1377.41003417969,1373.19995117188,1373.19995117188,-0.00561207883994874
"2008-01-17",2008-01-17,1374.7900390625,1333.25,1333.25,-0.0290925958290212
"2008-01-18",2008-01-18,1333.90002441406,1325.18994140625,1325.18994140625,-0.006045421784174
"2008-01-22",2008-01-22,1312.93994140625,1310.5,1310.5,-0.0110851591513451
"2008-01-23",2008-01-23,1310.41003417969,1338.59997558594,1338.59997558594,0.0214421790049122
"2008-01-24",2008-01-24,1340.13000488281,1352.06994628906,1352.06994628906,0.0100627304264136
"2008-01-25",2008-01-25,1357.31994628906,1330.60998535156,1330.60998535156,-0.0158719310316746
"2008-01-28",2008-01-28,1330.69995117188,1353.9599609375,1353.9599609375,0.0175483243346983
"2008-01-29",2008-01-29,1355.93994140625,1362.30004882812,1362.30004882812,0.00615977438863857
"2008-01-30",2008-01-30,1362.21997070312,1355.81005859375,1355.81005859375,-0.004763994716111
"2008-01-31",2008-01-31,1351.97998046875,1378.55004882812,1378.55004882812,0.0167722536724362
"2008-02-01",2008-02-01,1378.59997558594,1395.42004394531,1395.42004394531,0.0122374919441832
"2008-02-04",2008-02-04,1395.38000488281,1380.81994628906,1380.81994628906,-0.0104628693844548
"2008-02-05",2008-02-05,1380.28002929688,1336.64001464844,1336.64001464844,-0.0319954326842961
"2008-02-06",2008-02-06,1339.47998046875,1326.44995117188,1326.44995117188,-0.00762364089424827
"2008-02-07",2008-02-07,1324.01000976562,1336.91003417969,1336.91003417969,0.00788577284696745
"2008-02-08",2008-02-08,1336.88000488281,1331.2900390625,1331.2900390625,-0.00420371975189482
"2008-02-11",2008-02-11,1331.92004394531,1339.13000488281,1339.13000488281,0.00588899908380114
"2008-02-12",2008-02-12,1340.55004882812,1348.85998535156,1348.85998535156,0.00726589683844892
"2008-02-13",2008-02-13,1353.11999511719,1367.2099609375,1367.2099609375,0.0136040625307414
"2008-02-14",2008-02-14,1367.32995605469,1348.85998535156,1348.85998535156,-0.0134214759328954
"2008-02-15",2008-02-15,1347.52001953125,1349.98999023438,1349.98999023438,0.00083774809474968
"2008-02-19",2008-02-19,1355.85998535156,1348.78002929688,1348.78002929688,-0.000896274006661257
"2008-02-20",2008-02-20,1348.39001464844,1360.03002929688,1360.03002929688,0.00834087082818447
"2008-02-21",2008-02-21,1362.2099609375,1342.53002929688,1342.53002929688,-0.0128673629427487
"2008-02-22",2008-02-22,1344.21997070312,1353.10998535156,1353.10998535156,0.00788061035791388
"2008-02-25",2008-02-25,1352.75,1371.80004882812,1371.80004882812,0.0138126713119382
"2008-02-26",2008-02-26,1371.76000976562,1381.2900390625,1381.2900390625,0.00691791069878
"2008-02-27",2008-02-27,1378.94995117188,1380.02001953125,1380.02001953125,-0.000919444501396693
"2008-02-28",2008-02-28,1378.16003417969,1367.68005371094,1367.68005371094,-0.00894187449867867
"2008-02-29",2008-02-29,1364.06994628906,1330.63000488281,1330.63000488281,-0.0270897047358385
